Date,Close
2024-08-29,3110.71630859375
2024-08-30,3121.447998046875
2024-09-02,3146.105712890625
2024-09-03,3148.40185546875
2024-09-04,3226.367919921875
2024-09-05,3232.258056640625
2024-09-06,3268.895263671875
2024-09-09,3275.833251953125
2024-09-10,3288.661376953125
2024-09-11,3360.38818359375
2024-09-12,3376.5107421875
2024-09-13,3352.901123046875
2024-09-16,3328.642822265625
2024-09-17,3307.07958984375
2024-09-18,3268.595703125
2024-09-19,3288.81103515625
2024-09-20,3303.48583984375
2024-09-23,3271.291015625
2024-09-24,3243.13916015625
2024-09-25,3238.3974609375
2024-09-26,3271.44091796875
2024-09-27,3304.38427734375
2024-09-30,3322.702880859375
2024-10-01,3271.590576171875
2024-10-03,3144.807861328125
2024-10-04,3066.592041015625
2024-10-07,3058.655517578125
2024-10-08,3083.16357421875
2024-10-09,3073.480224609375
2024-10-10,3055.061767578125
2024-10-11,3033.049560546875
2024-10-14,3034.696533203125
2024-10-15,3065.244384765625
2024-10-16,3076.525146484375
2024-10-17,3052.566162109375
2024-10-18,2985.481201171875
2024-10-21,3043.531494140625
2024-10-22,2998.159423828125
2024-10-23,2985.531005859375
2024-10-24,2966.214111328125
2024-10-25,2954.28466796875
2024-10-28,2996.012939453125
2024-10-29,2988.57568359375
2024-10-31,2933.071044921875
2024-11-01,2934.9677734375
2024-11-04,2909.96044921875
2024-11-06,2892.240966796875
2024-11-07,2838.5830078125
2024-11-08,2764.510009765625
2024-11-11,2538.2978515625
2024-11-12,2470.913330078125
2024-11-13,2467.6689453125
2024-11-14,2478.899658203125
2024-11-18,2478.75
2024-11-19,2483.199951171875
2024-11-21,2429.199951171875
2024-11-22,2479.0
2024-11-25,2460.60009765625
2024-11-26,2504.699951171875
2024-11-27,2490.25
2024-11-28,2458.85009765625
2024-11-29,2479.949951171875
2024-12-02,2479.25
2024-12-03,2469.0
2024-12-04,2459.60009765625
2024-12-05,2452.300048828125
2024-12-06,2429.60009765625
2024-12-09,2385.800048828125
2024-12-10,2389.800048828125
2024-12-11,2417.64990234375
2024-12-12,2388.949951171875
2024-12-13,2407.050048828125
2024-12-16,2403.35009765625
2024-12-17,2356.800048828125
2024-12-18,2345.699951171875
2024-12-19,2292.89990234375
2024-12-20,2283.050048828125
2024-12-23,2279.0
2024-12-24,2284.14990234375
2024-12-26,2261.39990234375
2024-12-27,2270.89990234375
2024-12-30,2286.449951171875
2024-12-31,2282.050048828125
2025-01-01,2304.75
2025-01-02,2343.0
2025-01-03,2334.25
2025-01-06,2268.14990234375
2025-01-07,2293.10009765625
2025-01-08,2334.39990234375
2025-01-09,2350.60009765625
2025-01-10,2319.699951171875
2025-01-13,2252.75
2025-01-14,2239.75
2025-01-15,2228.60009765625
2025-01-16,2216.39990234375
2025-01-17,2259.699951171875
2025-01-20,2280.10009765625
2025-01-21,2259.64990234375
2025-01-22,2262.75
2025-01-23,2276.449951171875
2025-01-24,2261.800048828125
2025-01-27,2251.64990234375
2025-01-28,2241.25
2025-01-29,2221.64990234375
2025-01-30,2250.89990234375
2025-01-31,2301.050048828125
2025-02-01,2350.800048828125
2025-02-03,2293.60009765625
2025-02-04,2355.25
2025-02-05,2275.64990234375
2025-02-06,2263.35009765625
2025-02-07,2272.39990234375
2025-02-10,2269.85009765625
2025-02-11,2239.89990234375
2025-02-12,2228.050048828125
2025-02-13,2235.949951171875
2025-02-14,2230.85009765625
2025-02-17,2248.64990234375
2025-02-18,2237.5
2025-02-19,2236.949951171875
2025-02-20,2249.300048828125
2025-02-21,2257.199951171875
2025-02-24,2248.449951171875
2025-02-25,2225.0
2025-02-27,2213.89990234375
2025-02-28,2179.949951171875
2025-03-03,2168.39990234375
2025-03-04,2132.35009765625
2025-03-05,2165.25
2025-03-06,2267.10009765625
2025-03-07,2269.050048828125
2025-03-10,2279.300048828125
2025-03-11,2286.699951171875
2025-03-12,2251.0
2025-03-13,2230.949951171875
2025-03-17,2219.800048828125
2025-03-18,2273.60009765625
2025-03-19,2279.89990234375
2025-03-20,2287.0
2025-03-21,2300.25
2025-03-24,2322.0
2025-03-25,2330.35009765625
2025-03-26,2326.199951171875
2025-03-27,2338.199951171875
2025-03-28,2337.699951171875
2025-04-01,2315.39990234375
2025-04-02,2306.64990234375
2025-04-03,2348.699951171875
2025-04-04,2355.050048828125
