Date,Close
2024-08-29,1787.68017578125
2024-08-30,1809.8466796875
2024-09-02,1805.87060546875
2024-09-03,1800.30419921875
2024-09-04,1821.72509765625
2024-09-05,1813.77294921875
2024-09-06,1812.43115234375
2024-09-09,1811.0394287109375
2024-09-10,1825.8502197265625
2024-09-11,1835.3927001953125
2024-09-12,1853.781982421875
2024-09-13,1842.8477783203125
2024-09-16,1851.7939453125
2024-09-17,1854.726318359375
2024-09-18,1821.6754150390625
2024-09-19,1835.3927001953125
2024-09-20,1854.3287353515625
2024-09-23,1851.296875
2024-09-24,1856.962890625
2024-09-25,1859.5970458984375
2024-09-26,1887.03173828125
2024-09-27,1937.2293701171875
2024-09-30,1914.7646484375
2024-10-01,1907.906005859375
2024-10-03,1902.140625
2024-10-04,1899.0592041015625
2024-10-07,1893.3934326171875
2024-10-08,1905.3712158203125
2024-10-09,1919.63525390625
2024-10-10,1876.0975341796875
2024-10-11,1890.5604248046875
2024-10-14,1898.114990234375
2024-10-15,1886.1370849609375
2024-10-16,1886.5843505859375
2024-10-17,1878.731689453125
2024-10-18,1898.363525390625
2024-10-21,1885.0933837890625
2024-10-22,1875.35205078125
2024-10-23,1827.0927734375
2024-10-24,1837.977294921875
2024-10-25,1849.110107421875
2024-10-28,1891.2562255859375
2024-10-29,1859.6964111328125
2024-10-31,1837.977294921875
2024-11-01,1847.5693359375
2024-11-04,1797.96826171875
2024-11-06,1816.3077392578125
2024-11-07,1780.7718505859375
2024-11-08,1800.5029296875
2024-11-11,1784.1514892578125
2024-11-12,1789.07177734375
2024-11-13,1768.64501953125
2024-11-14,1758.0089111328125
2024-11-18,1736.737060546875
2024-11-19,1764.5694580078125
2024-11-21,1767.0047607421875
2024-11-22,1787.0341796875
2024-11-25,1793.8431396484375
2024-11-26,1749.4107666015625
2024-11-27,1739.0233154296875
2024-11-28,1724.75927734375
2024-11-29,1770.9808349609375
2024-12-02,1797.371826171875
2024-12-03,1787.829345703125
2024-12-04,1789.270751953125
2024-12-05,1798.813232421875
2024-12-06,1793.9923095703125
2024-12-09,1795.3837890625
2024-12-10,1798.6142578125
2024-12-11,1803.8328857421875
2024-12-12,1793.644287109375
2024-12-13,1802.888671875
2024-12-16,1799.4593505859375
2024-12-17,1778.7838134765625
2024-12-18,1789.5191650390625
2024-12-19,1812.43115234375
2024-12-20,1797.6700439453125
2024-12-23,1803.6341552734375
2024-12-24,1806.715576171875
2024-12-26,1830.472412109375
2024-12-27,1850.5513916015625
2024-12-30,1870.9287109375
2024-12-31,1873.2149658203125
2025-01-01,1878.4832763671875
2025-01-02,1866.75390625
2025-01-03,1838.02685546875
2025-01-06,1835.8897705078125
2025-01-07,1843.0467529296875
2025-01-08,1826.297607421875
2025-01-09,1815.1646728515625
2025-01-10,1775.3544921875
2025-01-13,1735.5941162109375
2025-01-14,1758.1580810546875
2025-01-15,1746.329345703125
2025-01-16,1752.9395751953125
2025-01-17,1775.453857421875
2025-01-20,1765.2652587890625
2025-01-21,1751.249755859375
2025-01-22,1787.23291015625
2025-01-23,1823.067138671875
2025-01-24,1810.9898681640625
2025-01-27,1775.0562744140625
2025-01-28,1695.6844482421875
2025-01-29,1726.2999267578125
2025-01-30,1734.798828125
2025-01-31,1732.66162109375
2025-02-01,1732.2640380859375
2025-02-03,1729.530517578125
2025-02-04,1756.46826171875
2025-02-05,1742.9000244140625
2025-02-06,1742.5
2025-02-07,1749.5
2025-02-10,1732.550048828125
2025-02-11,1699.75
2025-02-12,1693.6500244140625
2025-02-13,1746.5
2025-02-14,1704.6500244140625
2025-02-17,1713.4000244140625
2025-02-18,1701.550048828125
2025-02-19,1678.0
2025-02-20,1669.699951171875
2025-02-21,1643.050048828125
2025-02-24,1639.5999755859375
2025-02-25,1613.6500244140625
2025-02-27,1647.5999755859375
2025-02-28,1593.9000244140625
2025-03-03,1585.1500244140625
2025-03-04,1567.199951171875
2025-03-05,1581.949951171875
2025-03-06,1614.0999755859375
2025-03-07,1609.9000244140625
2025-03-10,1611.1500244140625
2025-03-11,1655.6500244140625
2025-03-12,1676.3499755859375
2025-03-13,1683.8499755859375
2025-03-17,1706.050048828125
2025-03-18,1748.5999755859375
2025-03-19,1733.449951171875
2025-03-20,1750.0999755859375
2025-03-21,1783.9000244140625
2025-03-24,1785.300048828125
2025-03-25,1766.0
2025-03-26,1757.699951171875
2025-03-27,1731.199951171875
2025-03-28,1735.449951171875
2025-04-01,1696.949951171875
2025-04-02,1714.25
2025-04-03,1770.0999755859375
2025-04-04,1709.4000244140625
